TMD8_DMSO_rep1	TMD8_DMSO_rep2	TMD8_DMSO_rep3	TMD8_JIB04_150nM_rep1	TMD8_JIB04_150nM_rep2	TMD8_JIB04_150nM_rep3	TMD8_JIB04_500nM_rep1	TMD8_JIB04_500nM_rep2	TMD8_JIB04_500nM_rep3
SIDT1	1.4649	1.45602	1.40849	1.26579	1.23023	1.49936	1.05343	0.889844	0.914063
SIDT2	7.81926	6.14439	6.36125	6.49647	5.61363	6.58039	5.38233	5.44412	6.22881
SIGIRR	3.57473	3.68393	2.51435000407694	3.51244	2.31825	2.54971200132854	2.03802300070901	1.78850800102745	2.29777000104484
SIGLEC1	0	0	0	0	0	0	0	0	0
SIGLEC10	83.5738	74.59437	73.431762	68.375196	64.57676	72.42484	54.195142	56.19815	60.940294
SIGLEC11	0.872079	1.00492	1.10162	0.925553	0.689306	0.947933	0.882349	0.920476	0.786936
SIGLEC12	0.396517	0.227454	0.315033	0.420696	0.248903	0.319494	0.149846	0.0926711	0.175703
SIGLEC14	10.4841	10.0473	10.5319	15.0457	15.3294	16.9784	13.2014	13.897	14.8633
SIGLEC15	0.0740588	0.056846	0.0740106	0.0350804	0.062238	0.168847	0.0753081	0.15101	0.0437558
SIGLEC16	4.83074	5.44885	4.50269	3.35952	3.90769	5.19964	3.85238	3.42169	3.86662
SIGLEC17P	0	0	0	0	0	0.0472689	0.166479	0.145468	0.125417
SIGLEC5	8.10109	6.65888	6.21942	6.86472	7.84822	8.0032	5.60273	6.07096	5.91089
SIGLEC6	99.29381	79.97062	82.12777	71.83697	65.56046	68.93584	40.78566	42.82383991	43.48838
SIGLEC7	0	0	0	0.034969	0	0	0	0	0
SIGLEC8	0.808194	1.28475	1.10957	0.848161	0.896701	1.43089	0.87612	1.02913	1.09594
SIGLEC9	0.0667517	0.0518397	0.0453096	0.127709	0.113395	0.0218245	0.113774	0.0278356	0
SIGLECL1	0	0	0	0	0	0.0203247	0	0	0
SIGMAR1	19.97851	20.390497	19.476658	16.403775	13.656469	13.17858	7.636738	8.897129	9.839489
SIK1	23.6681	21.0793	20.898	16.4215	14.8309	14.4472	13.0436	13.9112	16.0555
SIK2	3.38473	2.65326	2.64884	2.66207	2.5448	2.62074	2.00731	2.16522	2.41826
SIK3	5.33602	4.3198	4.06548	4.30359	3.92597	4.29458	3.48885	3.58379	3.48459
SIKE1	11.314307	9.163995	9.149996	7.776845	6.798458	6.955657	5.23219	5.83774	6.138163
SIL1	5.965762	5.24192	4.895996	5.37556	5.595755	5.717578	5.488426	4.886568	5.307805
SIM1	0	0	0	0	0	0	0	0	0
SIM2	0.0838651	0.0370236	0.0387765	0.0342893	0.0526526	0.0468662	0.0552012	0.0298545	0.057285
SIMC1	6.61891	4.23007	4.08692	3.28678	2.75351	3.79288	3.03369	3.48076	3.50036
SIN3A	19.61487	15.723817	15.752594	13.854126	12.300532	13.428259	10.505137	10.991071	11.432423
SIN3B	10.8102	8.64557	8.53458	9.82136	9.16677	10.0706	8.10035	9.1359	9.52127
SIPA1	24.22182	21.51402	23.4385	26.225	24.8426	27.4143	22.2061	22.75668	24.3565
SIPA1L1	12.889	9.40817	9.74042	9.5732	9.53257	9.89612	8.1777	9.05084	9.41699
SIPA1L2	0.646633	0.592972	0.457796	0.928462	0.85535	0.807959	0.789887	0.877606	0.799806
SIPA1L3	16.5917	13.8351	13.2005	14.5616	13.8354	16.301	13.3277	14.7212	15.7389
SIRPA	10.81917	8.40477	8.74195	9.19794	8.15596	8.45471	6.30627	6.73115	7.22418
SIRPB1	0.285729	0.178224	0.2354891	0.144789	0.3163044	0.2768655	0.1265147	0.0881341	0.0989265
SIRPB2	0.34366	0.458463	0.23767	0.302132	0.373439	0.500144	0.372147	0.338278	0.292475
SIRPD	0	0	0	0	0	0	0	0	0
SIRPG	0	0	0	0	0	0	0	0	0
SIRT1	11.68685	9.2333	8.629	8.0469	7.49424	8.01236	6.62159	7.27802	6.91786
SIRT2	13.211916	11.153514	10.97477	11.89645	11.064188	12.582107	10.01539	9.935977	13.44776
SIRT3	3.865358	3.856542	3.537429	3.45173	3.14058	3.860869	3.01885	3.102846	3.366581
SIRT4	0.503103	0.605658	0.435443	0.350559	0.739782	0.509297	0.531274	0.649986	0.274507
SIRT5	3.453452	2.538831	2.7544039	2.721323	2.668114	2.533964978595	2.14347	2.6955751	2.958633442
SIRT6	4.26582	4.22242	4.30964	4.29827	3.42917	3.49171	2.10878	2.620928	2.96587
SIRT7	10.6482	10.4247	10.152	9.80202	8.4942	10.0602	8.19429	8.51885	8.24859
SIT1	29.9945	26.9731	24.552	19.968	16.7916	19.001	14.7888	17.4216	15.6428
SIVA1	38.311756	33.790645	33.606768	26.668449	25.2521	23.930774	21.176805	23.119396	20.96586
SIX1	1.48484	1.06071	1.19911	1.10881	1.01598	0.931742	0.427191	0.395832	0.364404
SIX2	0	0	0	0	0	0	0	0	0.028872
SIX3	0.040872	0.0945501	0.0275822	0	0.0345058	0.0797355	0.0834045	0.10161	0.0243627
SIX4	0.606678	0.804576	0.683541	0.715451	0.555035	0.589011	0.5437	0.50826	0.449626
SIX5	1.30497	1.37265	1.38667	1.60751	1.55432	1.62316	1.54673	1.80345	1.95972
SIX6	0	0	0	0	0	0	0	0	0
SKA1	19.23144	17.6596	17.34423	15.10724	14.22065	13.70116	11.02565	12.46545	12.1865
SKA2	12.32649	10.91496	10.39335	8.80739	8.21973	8.12857	6.00865	6.668022	6.9504
SKA3	13.271147	9.9494	11.0189	8.075449	6.70332	6.67753	4.469329	4.65366	5.32613
SKAP1	0.1360269	0.07923782	0.092334	0.194817	0.0864933	0.2001391	0.06955913	0.1418178	0.08151896
SKAP2	27.6484	22.0331	20.6876	20.9469	18.0561	19.1546	14.4205	16.4067	15.8243
SKI	4.70346	4.06624	3.66785	4.5846	3.92563	4.31489	4.1762	4.51668	4.50016
SKIDA1	0.223524	0.241645	0.262669	0.211134	0.312786	0.275854	0.281336	0.351807	0.332286
SKIL	10.992801	8.6402208	8.365321	8.407388	8.342418	8.630892	7.6148781	8.579137	8.853559
SKINTL	0	0	0	0	0	0	0	0	0
SKIV2L	17.8824	16.5547	16.7833	15.5488	14.5711	15.6181	12.0109	12.491	13.672
SKIV2L2	37.2601	29.6163	28.9449	23.6626	20.6664	21.2604	15.7296	16.7529	16.9992
SKOR1	0.039316	0.0760775	0.0133159	0.0750887	0.0832758	0.21811	0.334234	0.359749	0.399853
SKP1	46.71855	36.109014	35.143402	31.715409	27.071746	30.605469	21.46295	24.734822	24.018482
SKP1P2	0.196562	0.333386	0.276211	0	0.427317	0.273121	0.622705	0.337103	0.305595
SKP2	17.765967	14.61146	13.55171	11.194227	9.641665	10.001413	8.889438	10.034579	10.3083
SLA	21.3051	16.10213	16.46623	17.12086	14.85141	14.45671	9.13535	9.98769	10.67318
SLA2	0.56698	1.076946	0.9318273236	0.712988956	0.588442000189555	0.8658651996	0.71324400195334	0.536155000280153	0.602941
SLAIN1	9.395998	7.0324637	7.0459489	6.811955	5.636216	6.193457	4.456905	4.967412	5.507137
SLAIN2	7.99695	6.00743	5.78596	5.20141	5.01529	5.33971	3.97018	4.39785	4.49232
SLAMF1	0.522362	0.587178	0.460434	0.948537	0.708948	0.92132	0.284535	0.543815	0.781882
SLAMF6	2.803509	2.513009	2.303749266787	2.356721	2.736541514227	2.80417900157234	1.7784902386	1.971825	2.551492
SLAMF7	21.7293	18.1323	18.6261	23.1675	22.3283	22.1584	17.7424	18.6247	17.9256
SLAMF8	0	0	0	0.0146252	0	0	0	0.0127363	0
SLAMF9	0	0	0	0.0785612	0	0	0	0	0
SLBP	37.0426	29.1302	26.655	22.2641	19.2702	19.9368	15.3423	18.9467	20.0935
SLC10A1	0.914871	0.685001	0.887041	0.812576	0.471732	0.662267	0.445468	0.408699	0.548205
SLC10A2	0.0531888	0.0308287	0.0539916	0.0253756	0.0225058	0.0260127	0.0180662	0.0331432	0.0158975
SLC10A3	3.301099	3.048658	3.089907	3.266695	3.023429	3.407671	2.873986	2.70444	2.85755300141858
SLC10A4	0.0245598	0	0	0	0.0416538	0.0160401	0.0167178	0.0408975	0.0588073
SLC10A5	0.498217	0.646149	0.536108	0.715623	0.459123	0.43487	0.340168	0.485519	0.249057
SLC10A6	0	0	0	0	0	0	0	0.0298775	0
SLC10A7	2.79891	1.660254	1.784956	2.143474	1.826857	2.317545	2.03883	2.420608	2.715322
SLC11A1	0.182483	0.171234	0.308717	0.286045	0.220601	0.322973	0.265627	0.314039	0.296076
SLC11A2	4.933251	4.1731343	4.530044	3.956655	3.199328	3.7078853	3.1565971389	3.4867116	3.175009
SLC12A1	0	0	0	0	0.00894946	0.00689682	0	0	0
SLC12A2	7.94956	6.810273	6.5180738	6.00413	6.06046	6.1825	5.357436	5.713689	5.93994
SLC12A3	0.455631	0.453565000357451	0.356013636036	0.368737	0.3569259	0.307361	0.172445652	0.18619903	0.30294271
SLC12A4	7.08946800013438	6.458615	7.148792	7.795575	7.156319	8.050224	7.577103	7.705275	7.97136
SLC12A5	0.0982244	0.1010479	0.0719553	0.124884	0.110728	0.117343	0.0888869	0.074735	0.0977985
SLC12A6	1.426441	1.55080832923	1.39085729	1.7727010344	1.76851263	1.8802426	1.817701844	1.8575946004254	2.39925818337
SLC12A7	88.3809	75.6634	74.938	78.7379	77.0422	82.2324	74.2831	81.7573	86.8941
SLC12A8	0.359900000178234	0.50710769	0.6237674	0.51384000195565	0.58875900324634	0.6959670054095	0.458491	0.52936700444942	0.52091200281356
SLC12A9	7.846741	7.978023	8.809995	7.674538	7.20095	7.233723	6.351316	6.307605	6.123919
SLC13A1	0.0269681	0.0428516	0.119344	0.0271373	0.127905	0.0902401	0.0854788	0.114484	0.0650046
SLC13A2	0	0	0	0	0	0	0.0139582	0	0.0262007
SLC13A3	0	0.0400399283	0.00871181	0.0247194	0	0	0.0174902	0.0209365	0.0464591
SLC13A4	0.439918	0.422009	0.417057	0.487183	0.4769	0.516663	0.346929	0.409692	0.44203
SLC13A5	0	0	0.0109162	0.0153905	0	0.0105183	0.0328768	0	0.0184306
SLC14A1	0.673095	1.12945	0.96083500865035	0.64799500283238	0.776406	0.968076000106338	0.684988	0.721402	0.842057
SLC14A2	1.43775	1.90528	1.66354	1.76265	1.7173793	2.0492	1.37062	1.35255	1.93712
SLC15A1	0.676501	0.921863	0.797515	0.736136	0.722574	0.985703	0.722197	0.684025	0.842733
SLC15A2	1.5122377	1.355090313449	1.62163	1.8775307193	1.59126	2.17355	1.79378000034839	1.75055000022763	1.78348000141403
SLC15A3	31.41611	28.32191	27.64647	24.18718	24.46279	22.83632	18.70821	19.53865	21.34367
SLC15A4	23.9713	19.3408	17.9445	18.8164	17.8091	18.6392	18.2522	19.9198	20.0956
SLC15A5	0	0	0	0	0	0.0113607	0.0118372	0	0
SLC16A1	27.36139	22.616846	21.77193	15.49849	14.61025	13.93587	11.05863	12.40485	12.09249
SLC16A10	0.616561	0.599641	0.417516	1.14362	0.95485	1.26434	1.23355	1.42085	1.77006
SLC16A11	0.0585196	0.136203	0.198486	0.0839255	0.173837	0.286831	0.139536	0.146302	0.105153
SLC16A12	0.43772	0.419951	0.541239	0.377884	0.3932	0.505804	0.304409	0.40727	0.340936
SLC16A13	3.63255	2.84241	2.69046	2.92354	1.92728	2.98767	2.49582	2.34653	2.06723
SLC16A14	4.81512	3.79838	3.91832	3.38	3.16073	2.96135	2.27504	2.44284	2.38901
SLC16A2	0.0967119	0.205475	0.16359	0.126865	0.163651	0.0945808	0.073895	0.0903746	0.0433526
SLC16A3	2.325922	2.208458	2.190402	2.692322	1.876328	2.517494	2.1711277	2.6286592	2.228393
SLC16A4	3.317238	3.521759	3.556034	4.5605129	3.78544739125	4.61269	4.277915	4.472364	4.418477
SLC16A5	0.026846	0.0832621	0.0728182	0	0.0683253	0.0676568	0.0528892	0.0670858	0.0321498
SLC16A6	4.36769	3.09557	3.26824	2.69508	3.0071	2.86009	2.061624	2.394651	2.758063
SLC16A7	2.160711	1.9880688	1.66558940144804	1.48708759570521	1.30912700401458	1.285011	0.9269646	0.967190000698657	1.070115
SLC16A8	0.0553901	0.107391	0.0939135	0.105896	0.0939962	0.235242	0.3018	0.369166	0.398041
SLC16A9	2.56531	2.11819	1.72732	1.5717	0.861871	0.959306	0.435613	0.438746	0.646411
SLC17A1	0	0	0	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0	0	0	0
SLC17A3	0	0	0	0	0	0	0	0	0
SLC17A4	0	0	0	0	0	0	0	0.0116236	0.0167254
SLC17A5	2.18877	2.08361	2.11035	2.79989	2.60408	2.70481	2.33314	2.34061	2.61954
SLC17A6	0	0	0	0	0	0	0	0	0
SLC17A7	0.170849	0.105725	0.2198	0.163097	0.274897	0.245226	0.336807	0.284097	0.306532
SLC17A8	0	0	0.00886615	0	0	0.0085433	0	0	0.0156636
SLC17A9	21.6186	23.2401	23.0448	15.0916	13.2389	13.09	7.11611	7.55207	7.14713
SLC18A1	0	0	0	0.017714	0	0	0	0	0
SLC18A2	2.41136	1.78324	1.9739	1.69465	1.17385	1.35255	1.01274	1.07705	1.22441
SLC18A3	0	0	0	0	0	0	0	0.0177089	0
SLC18B1	5.52122	4.91639	4.34512	3.81313	2.8615	2.68934	1.95025	2.10269	2.08388
SLC19A1	13.127913	12.315669	12.47813	7.973265	7.414318	6.373694	3.696141	4.51693	4.333762
SLC19A2	24.4065	18.9284	18.1576	15.1786	12.3259	12.7385	8.65288	9.99613	9.99745
SLC19A3	0.946029	1.09286	0.944006	0.716911	0.875165	0.866632	0.897694	0.712595	0.915534
SLC1A1	27.8729	22.5701	21.6472	15.0493	11.6633	11.6701	6.18386	6.55763	6.97669
SLC1A2	0.237538601	0.219552987	0.29402627	0.268403301	0.225441289	0.31289917	0.193119305	0.260215726	0.266063303
SLC1A3	0.30744	0.244316	0.1636601	0.2550291	0.2432274	0.1748654	0.1102302	0.1011399	0.0573851
SLC1A4	12.571808	10.094541	10.778817	12.645543	13.314794	13.604052	13.596001	14.768129	16.011076
SLC1A5	65.67622	60.01088	61.677607	71.20152	66.30376	67.17417	54.62676	59.5828	62.46706
SLC1A6	0.943081	0.709732	0.883626	1.03239	0.55582	0.98309	0.9228008	0.677738	0.848622
SLC1A7	0	0	0	0	0	0.0124727	0.0779803	0.0635854	0
SLC20A1	23.7072	19.9245	18.6494	16.8871	16.4221	17.2772	13.8126	14.8798	16.294
SLC20A2	1.5264772	1.182286	1.085247	0.7937594	0.8597144	0.980947	0.7685592	0.617252	0.828091
SLC22A1	0.147193	0.149483	0.0599113	0.1911704	0.140184	0.179917	0.363848	0.137642	0.387926
SLC22A10	0	0.0308485	0	0.0380582	0.0168834	0	0	0	0.0238427
SLC22A11	0.020451	0.0158323	0	0.0195314	0.0173295	0.026698	0.0278213	0.0170144	0
SLC22A12	0	0	0	0	0.0149415	0	0.0479753	0.0733474	0.0211031
SLC22A13	0.140297	0.139631	0.0543084	0.172262	0.152839	0.183143	0.204477	0.250099	0.287783
SLC22A14	0.0264625	0	0	0.0252918	0.0224482	0.0172873	0.018019	0	0
SLC22A15	0.0949952	0.0326065	0.0142799	0.0805427	0.12499	0.0688017	0.0860011	0.122709	0.0883037
SLC22A16	0	0	0	0	0	0	0	0	0
SLC22A17	0	0	0	0	0	0	0	0.0217289	0
SLC22A18	1.15002	1.16417	0.8281	1.20033	1.3617	1.36755	1.04568	1.25011	1.50392
SLC22A18AS	0.0692968	0.188416	0.164662	0.165749	0.176619	0.135964	0.141766	0.231231	0.166136
SLC22A2	0	0	0	0	0	0	0	0	0.0244719
SLC22A20	0.624376	0.83138	0.617397	0.5140933	0.769201	0.788992	0.785893	0.944856	0.933689
SLC22A23	1.56861	1.171673	1.174356	1.17383	1.0032197	0.985621	1.05936	1.08854	1.15356
SLC22A24	0	0	0	0	0	0	0	0	0
SLC22A25	0	0	0	0	0	0	0	0.0270069	0
SLC22A3	0.0156168	0	0.0422882	0.0149055	0	0.0101868	0.0106133	0	0
SLC22A31	0.0848414	0.0219354	0.0767258	0	0.0239984	0.0369592	0.115579	0.141379	0.101621
SLC22A4	0	0	0.016041	0.0678352	0.140464	0.123639	0.0644291	0.0198582	0.141657
SLC22A5	2.63713	2.62335	2.1297	2.53167	2.23257	2.09233	1.98079	2.34571	2.5635
SLC22A6	0	0	0	0	0	0	0.0173118	0	0
SLC22A7	0.04019696	0.03111476	0.0408424	0.01919307	0.01702894	0	0	0.0166802	0
SLC22A8	0	0	0	0	0	0	0.0161711	0	0
SLC22A9	0.209312	0.532399	0.491916	0.379058	0.566137	0.396528	0.426676	0.534078	0.692148
SLC23A1	1.447695	1.14007000039696	1.308525	1.00741	1.01868	1.28397001817	0.73155	1.093236	1.20964
SLC23A2	20.9838000002366	17.3968	17.132621	14.706706	14.083388	16.329483	12.688174	13.526083	13.928071
SLC23A3	0.32294626096	0.296908	0.2460309	0.16451508098	0.234686	0.2168428	0.19041382263	0.25518926982	0.0917298
SLC24A1	0.63793	0.540648	0.7050567	0.691538	0.719057	1.147415	0.955353	0.829724	1.055662
SLC24A2	0.48512312	0.55252848	0.4504178	0.46282943	0.46070498	0.4500598	0.34810844	0.41506886	0.39331002
SLC24A3	0	0	0	0.0123132	0	0	0	0.0107213	0
SLC24A4	0.551486914019	0.73777666934	0.67594459661	0.65877197287137	0.68864778091041	0.7992525409164	0.57780073929	0.56604646480174	0.6038734576
SLC24A5	0.809957	0.601009	0.800596	0.76205	0.80347	0.495147	0.299125	0.406116	0.369276
SLC24A6	2.23812	2.40523	2.53348	2.60955	2.48854	2.77551	2.42733	2.76995	2.77922
SLC25A1	68.02731	64.23278	65.92055	46.64255	41.03067	40.04708	30.01512	33.6043	36.354696
SLC25A10	5.162036	4.77642	5.437211	4.18451	3.020791	3.28833	2.566788	2.935354	2.76275
SLC25A11	24.18218	23.1631	22.750286	17.234405	15.3128	14.2341335	10.6459	11.5189	11.9917
SLC25A12	8.51401	6.49133	6.09192	5.35954	5.62322	5.32236	4.09664	4.696761	4.63182
SLC25A13	9.70444	8.40929	8.50547	5.864193	5.51569	5.488757	4.331938	4.841143	4.589903
SLC25A14	5.732998	4.47385	4.433127893	4.101914	4.181830668889	4.44585	2.683732	3.49163	3.77334
SLC25A15	10.3702	9.27239	10.0688	8.11147	6.77241	6.90001	4.47586	5.1801	4.64728
SLC25A16	6.36318	5.16142	4.7656	4.97778	4.86681	5.7808	5.09899	5.00867	5.24341
SLC25A17	19.2328	16.6695	15.6224	12.6496	10.7016	10.2883	6.38044	6.94768	7.50034
SLC25A18	0.299452	0.309437	0.355256	0.333841	0.35977	0.260778	0.186862	0.290902	0.418283
SLC25A19	66.45308	51.45116	53.15095	41.32782	38.81128	37.8736	27.67615	28.7799	32.12493
SLC25A2	0.191116	0.297195	0.155784	0.146346	0.129979	0.25011	0.104329	0.0957229	0.320876
SLC25A20	6.93972	5.83413	5.85495	5.33356	6.10036	5.93094	4.5942	4.62527	5.18651
SLC25A21	2.4782494	1.73802	1.92737566	1.2852	0.97851800198857	0.975746	0.517907	0.601741	0.805161
SLC25A22	14.02071	12.28323	12.63712	9.61795	8.1991	8.701679	5.75882	6.35603	6.28617
SLC25A23	27.8942	24.0324	23.8449	17.436	15.8355	16.9468	11.9488	12.9659	13.9136
SLC25A24	7.079506	5.3453595	5.057137	4.632055	4.09341	4.47133	3.890123	4.9168153	3.9981
SLC25A25	3.215889	3.3712440003832	2.9423206	3.72696	3.607814	4.32168	3.6993868	3.628563	4.0190525
SLC25A26	4.534922	3.71926	3.460779	4.068752	3.821476	3.551408	2.84385	3.052646	3.451659
SLC25A27	0.121981	0.118518	0.103769	0.16257737613	0.2081505	0.29193760194236	0.1468848	0.184008	0.183268
SLC25A28	8.09579	7.94808	7.32039	8.30574	6.76066	6.80417	6.36625	6.55214	6.60725
SLC25A29	1.32756	1.66851	1.56314	2.76481	2.71155	3.62307	3.77571	3.78512	3.82882
SLC25A3	213.73171	177.77862	175.68198	159.11583	140.3661	134.87262	106.16781	118.1421	119.78641
SLC25A30	14.6641	11.7048	11.0661	9.16274	7.51138	7.70212	5.25613	6.0295	6.13396
SLC25A31	0	0	0	0	0	0	0.0198248	0	0
SLC25A32	37.7552	32.3929	32.7505	24.671	20.5371	21.0658	13.9287	15.1259	15.5177
SLC25A33	25.8903	18.8322	19.013	15.0575	14.1887	14.2802	10.3053	10.2026	11.3814
SLC25A34	1.07925	1.47142	1.56872	1.59133	1.6369	1.87841	1.50015	1.20738	1.66089
SLC25A35	1.28267	1.27277	1.4049	1.51426	1.48609	1.92765	1.39149	1.86012	1.60661
SLC25A36	13.5163	10.4142	9.79433	8.955674	8.63799	9.08247	6.91956	7.13948	7.27198
SLC25A37	7.25709	6.8586	5.65027	5.22298	4.71126	5.44993	4.45203	5.57233	5.77406
SLC25A38	16.258	13.5663	13.5768	12.9145	12.0426	12.0092	10.7166	11.6201	11.8134
SLC25A39	83.1301	72.0231	70.2806	59.4655	52.1716	52.7063	35.985	37.9983	39.6781
SLC25A3P1	0	0	0	0	0	0	0	0	0
SLC25A4	8.03794	7.7143	7.46165	8.34619	7.11335	7.80734	6.65421	7.06664	7.62234
SLC25A40	6.85728	5.24066	5.45803	5.40248	5.07959	5.80874	4.8419	5.98198	5.85728
SLC25A41	1.45106	1.26142	1.19622	1.18995	1.086	1.28793	0.730345	1.23928	1.07677
SLC25A42	1.74882	1.6155	1.57151	1.75777	1.86052	1.89785	1.6828	1.62081	1.59167
SLC25A43	6.49961	5.22531	5.46311	5.00485	4.45798	4.02639	2.86835	2.82565	3.09409
SLC25A44	13.1583	9.99711	10.7272	8.97211	7.89502	8.29145	5.48309	6.16789	6.85045
SLC25A45	1.867176	2.223365	2.382196	2.138831	2.098133	2.557031	2.201915	2.274993	2.525232
SLC25A46	26.468	21.8406	21.2159	18.305	17.824	15.9324	12.4492	13.4162	14.0854
SLC25A47	0.152797	0.0711487	0.0207342	0.058445	0.051886	0.03995	0.020824	0.076419	0
SLC25A48	0	0	0	0	0	0.0302769	0.031584	0	0
SLC25A5	278.345	227.183	219.478	193.023	173.037	171.02	123.592	133.09	134.281
SLC25A5-AS1	0.465474	0.672358	0.880756	0.939096	0.804285	0.913963	1.05372	0.887292	0.939115
SLC25A51	21.592096	19.0969	20.61034	17.395444	18.253877	18.7867	14.589975	16.547519	16.727507
SLC25A51P1	0.088326	0.126303	0.0583502	0.27815	0.188853	0.121121	0.192172	0.129293	0.0728066
SLC25A52	0.225741	0.0933132	0.234088	0	0	0.0658635	0.0702648	0	0.137593
SLC25A53	0.868037	0.845447	0.93548	0.771951	0.818417	1.09896	0.701738	0.78386	0.883223
SLC25A6	490.722	479.468	472.463	482.41	446.301	447.13	337.187	372.331	393.895
SLC26A1	0.341445226635	0.223156	0.341401	0.473801	0.476387	0.661823	0.879123	0.7102066	0.86006
SLC26A10	0.278022	0.165602	0.0761627	0.285979	0.317368	0.195459	0.421929	0.24914	0.332724
SLC26A11	1.108153	1.036859	0.948957	1.434363	1.396489	1.693352	1.802449	1.888635	1.872089
SLC26A2	5.17156	4.24366	4.59554	4.44701	4.15972	4.1076	3.30522	3.65017	3.65344
SLC26A3	0.0527902	0	0.0357477	0	0.0298063	0.0114814	0	0.0146318	0.021049
SLC26A4	0.0713661	0.139964	0.259086	0.181167	0.203155	0.215598	0.263522	0.196173	0.212033
SLC26A4-AS1	0.0645436	0.149626	0.131028	0.0123165	0.0764637	0.11784	0.175372	0.107242	0.0617293
SLC26A5	0.185645	0.12337	0.1284868	0.1645142	0.1020832	0.0866275	0.1806983	0	0.1814765
SLC26A6	7.1222	6.6947000700564	7.12739	6.46020215	6.62958553	6.44997	6.410524	6.3154	7.66338
SLC26A7	0	0.00728276	0.00637958	0	0.00797678	0.00614755	0.0260141	0.015909	0.0686522
SLC26A8	0	0	0	0	0	0	0	0	0
SLC26A9	0.0431564	0.0400714	0.0350988	0.0308742	0.0273787	0.0405862	0.014652	0.0344692	0.0620126
SLC27A1	2.94006	2.86204	3.33747	3.03996	3.10573	3.13942	2.73198	3.07945	2.95335
SLC27A2	0.208895	0.11686	0.146075	0.0886984	0.0787113	0.154816	0.094773	0.135243	0.0277836
SLC27A3	1.92136	2.19858	2.19862	1.67204	1.57409	1.76994	1.03116	1.3856	1.07304
SLC27A4	13.1698	10.4537	10.5895	8.4558	7.64818	7.81549	5.05155	5.26939	5.89445
SLC27A5	12.0623	11.7906	11.6319	9.41753	7.91279	8.70087	5.74321	6.40759	7.23124
SLC27A6	0	0	0	0	0	0	0	0	0.0234344
SLC28A1	0	0	0	0	0	0	0.0564008	0.03450006	0.0222378
SLC28A2	0.41835	0.670017	0.477055	0.477856	0.62265	0.817474	0.619461	0.773538	0.565741
SLC28A3	0	0.00807006	0.0074404583146	0	0.0093037287945	0.0071697	0	0	0
SLC29A1	54.569951	45.425804	45.49426	35.598194	33.45567	34.086724	21.621676	22.499055	22.60431
SLC29A2	9.15038	9.20263	7.88709	6.08602	5.83259	6.11937	3.9039	4.55403	4.52154
SLC29A3	3.570463	2.739898	2.880036	2.91894	2.887880005155	3.4755800025646	2.024004	2.46196	2.7646814
SLC29A4	0	0	0.01193881	0.03366392	0.02986394	0.01150355	0.03595868	0.02932015	0.02108979
SLC2A1	13.6138	10.9776	11.2361	8.8043	7.62312	8.27886	6.50121	7.08546	7.73684
SLC2A1-AS1	1.09569	2.09704	0.982807	1.81854	1.09455	1.5015	1.09208	1.27152	1.01684
SLC2A10	0.177286	0.374386	0.36798	0.304732	0.320943	0.40905	0.249402	0.304242	0.311959
SLC2A11	3.003473	2.606743	2.471131	3.101817	3.24755	3.747509	3.548413	3.434279	3.219731
SLC2A12	0.319721	0.432345	0.360326	0.271367	0.315456	0.341607	0.187063	0.339047	0.223021
SLC2A13	11.3407	9.53805	8.86598	12.4692	11.4892	12.151	9.78153	11.0808	11.6989
SLC2A14	1.72514	1.34275	0.896697	0.955324	0.952011	1.26866	1.25306	1.23595	0.963837
SLC2A2	0	0	0	0	0	0	0	0	0
SLC2A3	1.62278	1.50096	1.66441	2.24683	2.61585	2.79305	2.40356	2.93473	2.4752
SLC2A4	1.90691	2.21979	2.32254	1.2935	1.49656	1.59013	0.80329	1.0211	1.04676
SLC2A4RG	4.75743	4.65479	5.42097	5.45797	4.52989	5.31476	4.1309	4.71797	5.09978
SLC2A5	98.5136	81.2706	79.5254	66.25539	59.3141	58.328	41.49087	46.20132	48.177
SLC2A6	7.29693	6.56865	7.05701	5.03148	4.0073	4.81444	3.31532	3.60192	4.26947
SLC2A7	0	0.0270736	0.02366	0	0.0296079	0	0	0.087217	0.0417754
SLC2A8	4.56987	3.833582	3.779083	3.919211	3.826714	4.289598	3.624091	3.407962	4.182709
SLC2A9	0.141652	0.109872	0.172939	0.108334	0.3360362	0.370246	0.288345	0.1413263	0.3050115
SLC30A1	7.5827	6.74063	6.10622	7.98868	7.52929	7.47204	13.7085	15.8629	16.486
SLC30A10	0	0	0	0.01704910650116	0.01512490763064	0.01165210765349	0.01214100571563	0	0.0427238212766
SLC30A2	0	0	0.0150467	0	0.0188216	0	0.0151082	0	0.0265762
SLC30A3	0.674961	0.615835	0.525126	1.0258	0.974057	1.40287	1.44794	1.47882	1.289
SLC30A4	1.94484	2.11925	1.87985	2.05767	1.99097	2.00056	1.59191	2.12717	2.00454
SLC30A5	13.765404	12.5994	11.88644	11.843395	9.8968	11.54535	8.26411	8.88618	8.863768078
SLC30A6	11.402612	9.38382100206065	9.1204	9.0757160322125	7.964639	7.608671	6.210051	6.92903304884	7.1666
SLC30A7	5.39097	4.88541	4.618705	4.43748	4.21458	4.44726	3.41481	4.00527	4.38755
SLC30A8	0.1836052	0.1151318	0.164798	0.1150724	0.1420764	0.2252943	0.1824452	0.1936327	0.2337676
