OCI-Ly1_DMSO_rep1	OCI-Ly1_DMSO_rep2	OCI-Ly1_DMSO_rep3	OCI-Ly1_JIB04_150nM_rep1	OCI-Ly1_JIB04_150nM_rep2	OCI-Ly1_JIB04_150nM_rep3	OCI-Ly1_JIB04_500nM_rep1	OCI-Ly1_JIB04_500nM_rep2	OCI-Ly1_JIB04_500nM_rep3
SDAD1	22.1502	22.4186	23.0037	20.5952	22.4786	24.448	21.0127	21.43	22.209
SDC1	0	0	0	0	0	0	0.0514602	0.0885732	0.0150168
SDC2	0.0440034	0.0214103	0.0154486	0	0.0156584	0.0622295	0.0352978	0.113419	0.013735
SDC3	0.378467	2.50381	0.464079	0.487052	0.433453	0.492807	0.931563	1.14101	1.17953
SDC4	0.159127	0.958165	0.104729	0.143162	0.063693	0.0843977	0.303172	0.109827	0.204831
SDC4P	0	0	0	0	0	0	0	0	0
SDCBP	50.935617	54.018727	56.9789924	57.019479	60.51401061	65.653156	67.00085	74.816297	75.32627
SDCBP2	1.203427	0.988755	1.333302	1.158054	1.065785	0.916863	1.645741	1.467687	1.036345
SDCBP2-AS1	5.39451	4.43915	5.39236	4.52144	5.03002	4.63458	5.31271	4.78331	5.426042
SDCCAG3	57.2259	52.3934	57.6356	59.4481	58.9673	63.38192	55.84915	63.1565	59.17962
SDCCAG8	8.36491	9.49981	9.87863	9.8718	10.3655	10.3222	16.0058	15.0842	14.284
SDE2	20.5211	21.3082	23.4678	18.659	22.4928	22.575	24.2397	29.1595	26.7498
SDF2	25.0391	24.8682	23.75153	27.5102	25.9057	28.871	37.4177	33.8172	39.7943
SDF2L1	50.5684	50.7894	40.6472	44.7539	41.0751	41.7926	24.1307	31.375	28.0792
SDF4	39.72796	38.10195	37.52808	40.80821	39.61638	44.09261	60.24697	66.23089	56.20655
SDHA	58.8509	57.2234	57.0667	59.5515	52.413	59.0888	56.0959	59.9288	58.0081
SDHAF1	24.8193	29.8548	25.0493	25.57	22.5566	23.8189	34.1061	32.2857	30.1494
SDHAF2	36.7138	37.2586	39.738	41.0876	38.715	38.0682	36.5183	38.4465	39.6647
SDHAP1	8.7555	6.20317	7.25417	6.78918	7.5121	7.34801	9.12219	9.29505	10.9885
SDHAP2	11.3041	11.1685	11.1175	11.2758	10.6713	11.5842	16.6081	15.5507	15.5556
SDHAP3	17.601	19.504	18.1263	18.3296	18.7056	19.3165	25.5135	25.1621	25.2092
SDHB	136.447	127.193	130.919	138.374	137.643	143.192	131.344	138.122	140.924
SDHC	29.708467	28.031035	27.364257	32.568429	30.385176	28.777401	22.206003	23.222378	24.281233
SDHD	181.521	196.863	182.866	170.719	218.29	192.856	186.113	188.413	201.328
SDK1	0.0333495	0.00695377	0.0401573	0.0342558	0.0508745	0.0404174	0.103176	0.110585	0.107123
SDK2	0.0233461	0.128061	0.0933837	0.0626065	0.0804646	0.0395452	0.0629619	0.0714568	0.10135
SDPR	0	0	0	0	0	0	0.025322	0	0.0443366
SDR16C5	0	0	0	0	0	0	0	0.0561706	0
SDR39U1	28.2483	20.7067	26.7797	27.1282	23.6685	24.8334	38.4293	41.1345	39.1637
SDR42E1	11.8433	11.6251	12.4719	12.4639	11.3875	13.6111	16.5774	15.1186	17.2517
SDR9C7	0	0.0443648	0	0	0	0	0	0	0
SDS	0	0	0.0355529	0	0	0.0477892	0	0	0.0316009
SDSL	1.82444	1.36433	2.03089	1.12046	1.33367	1.30585	1.08853	1.23528	0.906984
SEBOX	2.51235	1.97592	2.53552	1.79732	1.64644	1.91598	1.16365	0.955713	1.44191
SEC11A	42.158327	53.875217	52.16321	47.885585	53.524562	54.549504	64.554585	70.451465	68.13869
SEC11C	70.1685	74.6979	90.3016	81.661	88.822	97.1314	119.763	124.13	112.433
SEC13	105.61299	104.01673	102.22793	98.18933	90.59886	94.77662	85.35695	85.03188	83.69647
SEC14L1	41.7460406109	42.3743372	41.1130262013	39.017721187	37.541044012	42.13347715	38.271208	41.063233	38.3109
SEC14L1P1	0.0202208	0	0	0	0	0	0	0	0.0378591
SEC14L2	1.50849512	2.073624343	1.401314	1.162755	1.30991949	1.160999	1.5731543	1.071855	1.276921
SEC14L3	0.293461	0.175128	0.478468	0.250401	0.132011	0.236538	0.575157	0.607377	0.358719
SEC14L4	2.26038	2.04013	2.2012	1.6686	1.48778	1.91381	1.26679	1.63864	1.63881
SEC14L5	2.32213	1.99006	2.34919	1.60534	2.07211	2.08261	1.1802	1.14554	1.30096
SEC14L6	0	0	0	0	0	0	0	0	0
SEC16A	11.2112	10.29511	10.52628	11.85723	11.57557	11.710105	14.26628	16.48083	15.96316
SEC16B	0	0	0	0	0	0.0178486	0.0809945	0	0.0354602
SEC1P	0.758356	0.416422	0.670282	0.676145	0.581116	0.722656	0.458159	0.16064	0.593313
SEC22A	6.01434	5.41947	6.50027	5.81754	7.34608	7.21335	6.62217	6.41644	6.08555
SEC22B	93.5884	100.957	103.497	96.8336	106.636	112.646	112.646	107.983	113.828
SEC22C	21.911853	23.568662	22.61148	22.41026	22.689215	21.21844	20.490211	21.22368	21.30844
SEC23A	45.749	48.5221	50.5035	45.4389	50.6089	53.1362	46.0607	48.7406	47.4334
SEC23B	52.625185	52.08046	54.115136	54.23104	54.62523	57.45823	61.9512	67.580455	66.321321
SEC23IP	19.70044	19.914925	22.161225	19.180268	19.646671	21.788132	14.625599	15.2159	15.8008
SEC24A	11.18906	10.58906	11.48264	10.93599	10.99655	13.08375	11.49869	12.39418	12.62069
SEC24B	11.34	11.38108	12.10847	10.62285	11.20162	12.47758	10.09691	12.76653	11.54422
SEC24B-AS1	5.36798	6.10049	4.98039	4.75172	4.56708	4.13419	3.34128	3.09719	3.57472
SEC24C	44.69977	41.61466	42.17979	44.86414	39.58673	43.38039	39.60639	42.8116	42.71222
SEC24D	10.9959	11.8554	12.1219	12.315	11.2991	13.1113	11.9075	12.1759	11.8074
SEC31A	25.991875	28.0633	27.663481786256	27.31475752978	27.6868879042419	27.79909057683	24.8201892	25.2739437	26.3973122922718
SEC31B	2.46474	1.43906	2.76938	2.7016	2.8537	2.40104	3.91895	4.06677	3.98075
SEC61A1	38.121	33.1161	35.6735	36.6571	36.3675	37.0643	42.8016	43.3673	43.0686
SEC61A2	5.63319406046729	5.365487	6.639332	5.933308	6.770349	6.444102099	7.83166	7.849578	8.109477
SEC61B	265.519	282.008	264.526	272.125	287.685	264.033	245.662	267.229	268.309
SEC61G	296.1045	342.2888	285.5087	309.7331	351.5968	288.9213	276.0026	278.1673	284.5235
SEC62	36.1739	37.9068	46.023	37.7752	46.844	51.6025	39.7801	40.3502	42.1046
SEC63	7.78305	7.38949	8.41207	8.74919	9.25585	9.88776	11.2946	11.8767	12.6015
SECISBP2	34.6569	32.3979	35.0261	34.849	33.9589	36.8319	34.2833	34.0153	33.1985
SECISBP2L	6.659384	6.50329	7.780014	7.138874	7.91641	7.561937	8.690692	9.40107	9.518113
SECTM1	0.0229848	0	0.0242009	0	0.0490622	0	0	0.0507543	0.0860559
SEH1L	87.5051	87.9443	88.4917	87.8286	86.4233	93.1312	76.6204	79.5948	80.564
SEL1L	17.72929	18.71124	18.93839	19.68442	22.16289	23.769	50.75981	53.07136	53.15709
SEL1L2	0	0	0	0	0	0	0	0	0.0262315
SEL1L3	109.327	114.555	125.381	113.042	110.542	114.061	109.55	112.741	109.657
SELE	0	0.0766487	0	0	0	0	0	0	0
SELENBP1	0	0	0	0	0	0	0	0	0
SELK	59.9173	62.9131	54.3827	62.2018	62.5806	52.6012	56.9566	56.7941	59.469
SELL	3.48379	4.18066529061	3.94407	2.893069	3.408937	3.483734	1.50881	2.07679	1.985798
SELM	1.28652	1.47639	1.15765	2.37324	0.685123	1.17125	4.13126	2.92951	3.00034
SELO	30.1694	26.2324	29.4307	29.0007	25.9431	27.1464	26.3812	27.1381	24.9981
SELP	0.0485928	0	0	0.0166503	0	0	0	0	0
SELPLG	0.75066	0.778554	0.934892	0.704294	0.736261	1.03301	1.022429	0.940948	1.21552
SELRC1	27.0709	25.8242	26.7775	26.8112	27.5696	28.3885	21.6674	22.7589	21.8826
SELT	51.4066	51.2647	53.8655	50.0078	59.3501	60.9555	51.8451	57.0451	57.0792
SELV	0.411294	0.139233	0.133009	0.390957	0.541691	0.312839	0.357274	0.245002	0.236821
SEMA3A	1.0997	0.944966	1.31731	1.08433	1.46771	1.46723	1.50098	1.52881	1.36234
SEMA3B	0.01764757	0	0	0	0	0	0.02831317	0.0584721	0.0330174
SEMA3C	0	0	0	0	0	0	0	0	0
SEMA3D	0	0	0.00842513	0.00821642	0.00853912	0.0113083	0	0	0.0149825
SEMA3E	0.332727	0.360816	0.271621	0.331406	0.34417	0.289863	0.226955	0.266727	0.311664
SEMA3F	0.0290646	0.0636373	0.015306	0.119494	0.0465414	0.14386	0.244802	0.144479	0.176906
SEMA3G	0.0859363	0.0783976	0.181048	0.0441532	0.160564	0.151902	0.361895	0.451023	0.211279
SEMA4A	2.9438905	2.656239	2.09892	2.8369459	2.968413	2.601285	3.474973	3.990167	4.0881963
SEMA4B	4.4554	4.177426	4.70201	5.44567	4.25961	4.029177	4.51855	5.23084	4.66947
SEMA4C	0.014378	0.0209873	0.0151436	0.0295562	0.0153492	0.0609999	0.0461339	0.254127	0.17503
SEMA4D	1.22109	0.907319	1.22472	1.25326	1.10647	1.12357	1.4291532	1.190775	1.470811
SEMA4F	2.440617	2.50118500507531	2.2861671261	2.285009	2.585476	2.320562	2.495719	2.242135	2.420895
SEMA4G	0.846638	1.007804	0.886736	0.732188	0.702761	0.703522	0.442759	0.5256871	0.884515
SEMA5A	0.744789	0.641961	0.662198	0.572547	0.632847	0.641674	0.428778	0.378583	0.444734
SEMA5B	0	0	0	0	0.023868018151	0.01580660803224	0.01793230398376	0.01235020406984	0.01046880303166
SEMA6A	0.618692	0.754311	0.49077	0.650566	0.575128	0.49402	0.443713	0.579173	0.340919
SEMA6B	0.206323	0.0941133	0.0543302	0.0795163	0.192736	0.145886	0.268941	0.170955	0.277753
SEMA6C	0.745056	0.578827	0.464539	0.705381	0.746566	0.516062	0.935627	0.989962	1.080403
SEMA6D	0.16574181975	0.15312072446	0.11117480217	0.1621139862	0.06914545238	0.10978740363	0.083287784581	0.058072337279	0.21786160567
SEMA7A	0.2180934	0.162376	0.117157	0.218228	0.152677	0.107233	0.324259	0.543134113487	0.389054
SEMG1	0	0	0	0	0	0	0.0520739	0	0
SEMG2	0	0	0	0	0	0	0	0	0
SENP1	21.813517	21.737905	25.8148	23.69182	24.600979	26.40455	26.074865	24.97719	27.159922
SENP2	33.9178	34.3751	37.9901	37.7406	38.6437	41.898	50.3282	52.716	48.7667
SENP3	39.9009	42.0725	40.8671	44.7994	40.6568	41.6899	48.0883	51.1315	47.706
SENP3-EIF4A1	1.9487	1.69328	1.51911	1.38395	1.56952	1.55512	0.875961	1.77916	1.58614
SENP5	36.6625	36.7683	37.6275	38.5814	39.6562	40.4687	48.924	48.4145	50.0618
SENP6	23.89591	23.12006	27.9665	24.6438	27.7903	29.6808	28.7751	29.4144	29.6167
SENP7	8.58713	9.65909	10.40265	8.78657	10.0477	11.44842	11.9508	11.47751	11.81038
SENP8	1.746284	1.652487	2.45397	1.898422	2.038811	1.8195309	2.915014	2.304267	1.7656314
SEP15	77.49419	75.12162	84.2397	87.5253	98.0293	96.4027	105.48865	109.6819	111.9805
SEPHS1	30.460312	29.42499	30.72212	31.053623	33.44797	35.181738	40.470024	44.79157	44.312782
SEPHS2	55.7678	59.91	49.5071	60.8892	50.4782	53.936	49.7378	50.8683	52.0261
SEPN1	3.418292	3.18802	3.23323	3.170862	3.354478	2.5779	3.169794	3.640212	3.592508
SEPP1	0.2271626	0.289722	0.3637676	0.188183	0.1938426	0.455115	0.226452	0.3034369	0.112596
SEPSECS	6.82658	7.46323	7.62865	7.28832	8.76856	7.85513	8.18703	9.6968	9.85554
SEPT1	68.4324	62.4022	61.1934	67.6817	63.559	61.7315	65.0969	74.8975	65.4196
SEPT10	0	0	0.0184624	0.0180226	0.0187135	0.0495877	0.0703156	0	0
SEPT11	14.3997	13.939	16.3507	15.6997	16.1829	18.1259	22.5829	23.433	24.8787
SEPT12	0	0	0	0	0	0	0	0	0
SEPT14	3.02351	3.20567	3.37016	2.52019	3.0162	3.09954	2.0215	2.14347	2.21799
SEPT2	135.30418	137.63549	154.50969	137.42251	148.51133	154.21591	135.46989	139.37909	140.01471
SEPT3	0.0944561	0.203525	0.126309	0.157168	0.135285458	0.16142	1.110122	1.12837	1.173002
SEPT4	0.7129148	0.733577	0.476673	0.426614	0.5675205	0.6835258	0.5961656	0.613759	0.4697166
SEPT5	0.0462969	0	0.026843	0.0524499	0	0	0.449969	0.394043	0.1831531
SEPT5-GP1BB	0	0	0	0	0.0518035	0	0.0560729	0	0.0587966
SEPT6	84.87225	84.89749	90.8419	84.75626	80.73255	87.73851	95.0535	94.3832	95.1044
SEPT7	121.838078	128.41649	150.22165	122.885313	141.09035	156.618336	140.38946	143.12207	146.53826
SEPT7L	2.90445	2.61474	1.49752	1.34697	2.81864	2.08692	3.09485	2.87561	4.56782
SEPT7P2	14.5314	14.6309	14.8356	15.1077	15.3949	15.6713	18.3305	18.9227	19.3998
SEPT8	1.128971	1.10858100074907	1.06799	1.897533	1.529396	1.836678	6.536209	5.591981	6.34693
SEPT9	328.8764783	315.28826	319.27324	297.050321	286.502663	296.49521	240.950582	257.9628374	247.390627
SEPW1	20.8719	20.0869	19.2288	20.8966	18.7778	21.7771	25.4521	26.5629	26.5169
SERAC1	4.8270979	4.72859	5.234529	5.241735	5.532051	5.72452	5.458769	5.890416	6.241313
SERBP1	163.9843	174.2432	186.4408	156.5642	171.0498	189.8932	126.4316	135.6081	129.4189
SERF1A	8.032370698304	14.82955	12.8497852146284	19.060283	17.3772000009209	8.621740351	14.6640894	20.2021141	14.815320321989
SERF1B	40.2735	34.83497	36.16930423246	30.78249	36.1587700014518	40.8087	44.84726	40.69718	46.0123970082418
SERF2	228.135965	235.655744	224.53225	223.282027	203.986649	210.618054	181.003496	202.328977	189.963199
SERF2-C15ORF63	2.02383	0.412213	0.255745	0.237146	1.36744	0.721772	0.460984	2.5122	0.975143
SERGEF	30.9447	30.9013	35.0706	28.5727	25.1995	30.3098	27.4424	24.0374	27.1291
SERHL	0.0906704	0.142598	0.0923038	0.296971	0.0872893	0.120734	0.0859709	0.301684	0.246525
SERHL2	25.3603	24.6726	25.2512	22.5709	21.2031	23.3654	12.2914	11.9972	9.72751
SERINC1	29.9407	29.3426	33.1729	33.869	38.0805	37.5341	61.2237	61.7808	65.7862
SERINC2	0.463144	0.575097	0.510513	0.553129	0.416734	0.504751	0.90155754	1.358812	0.57013
SERINC3	38.3067	38.54668	38.3089	42.5915	43.2075	41.0604	65.2843	60.0135	64.9391
SERINC4	7.54103	8.81889	6.29559	6.7021	5.9094	5.96368	4.10606	4.78422	4.52887
SERINC5	56.52273	57.41118	58.403826	66.25244	68.14024	70.39394	118.5702	120.91934	121.4995
SERP1	59.3121	58.2856	66.627	59.455	73.0984	73.8058	88.4807	96.8833	95.8043
SERP2	0.234594	0.342573	0.0821468	0.161403	0.333254	0.221451	0.43934	0.34411	0.583921
SERPINA1	0	0	0	0	0	0	0.0901144498478	0	0
SERPINA10	3.86937	4.39456	5.21439	3.14196	4.43577	4.35192	3.382737	4.2686	3.94707
SERPINA11	0	0	0	0	0	0	0	0	0
SERPINA12	0	0	0	0	0	0	0.0411668	0	0.0240124
SERPINA13P	0	0	0	0	0	0	0	0	0
SERPINA3	0	0	0	0	0	0	0	0.0752708	0
SERPINA4	0	0	0	0	0	0	0	0	0
SERPINA5	0	0	0	0	0	0	0	0	0
SERPINA6	0.036621	0	0.0770783	0	0	0	0	0	0.0685079
SERPINA7	0	0	0	0	0	0	0	0	0
SERPINA9	0.0870483	0	0.213812	0.145416	0	0.0410461	0.116393	0.506587	0.132161
SERPINB1	26.605981	30.2935	27.802727	27.276774	28.01915	25.60331	20.830699	24.18069	20.89812
SERPINB10	0	0	0	0	0	0	0.340706	0	0.529274
SERPINB11	0	0	0	0	0	0	0	0	0
SERPINB12	0	0	0	0	0	0	0	0	0
SERPINB13	0	0	0	0	0	0	0.0129545	0	0
SERPINB2	0	0	0	0	0	0	0	0	0.0522233
SERPINB3	0	0	0	0	0	0	0	0	0
SERPINB4	0	0	0	0	0	0	0	0	0.029273
SERPINB5	0	0	0	0	0	0	0	0	0
SERPINB6	5.422125	5.8870688	7.414523	7.533642	7.2766704	7.918652	10.429386	9.452779	9.705808
SERPINB7	0	0	0	0	0	0	0	0	0
SERPINB8	0.660407148	0.514221941	0.83433432	1.178846	1.12704096	0.87218626	1.66032518	1.941889	1.520058363
SERPINB9	61.2243	65.604	65.2983	57.6389	65.0326	65.0023	38.4463	40.3837	44.7302
SERPINC1	0.135589	0	0.0713526	0.0348849	0	0	0.0271956	0	0.0951317
SERPIND1	0.615295	0.760003	0.4485	0.730154	0.808217	0.769884	0.455636	0.209019	0.575903
SERPINE1	1.0818700159477	0.971023027601	1.1495100179148	0.9548890170309	0.9536040632749	0.6492250267309	0.8940660100102	0.759313	0.9210870197292
SERPINE2	0.144445	0.0702852	0.152081	0.173318	0.154157	0.0681037	0.992641	0.950373	0.631637
SERPINE3	0.31702	0.281317	0.580384	0.475542	0.469394	0.49949	0.403793	0.55485	0.659698
SERPINF1	13.3582	14.3666	12.8994	13.3467	13.5314	13.1689	20.5797	20.3421	22.1329
SERPINF2	0.139221494208	0.0368531	0.159475	0.103866	0.14858650604	0.0656398	0.141771	0.055739	0.0651555
SERPING1	0	0	0	0	0	0	0	0	0.0275937
SERPINH1	0.345749	0.336474	0.412581	0.4978	0.959424	0.847668	3.380105	3.54195	3.30594
SERPINI1	9.685	9.68238	10.27117	10.46072	11.00922	12.82976	13.12215	10.52621	14.95806
SERPINI2	0	0	0	0.0661303	0	0	0	0	0
SERTAD1	16.4479	13.9852	13.4688	14.8238	13.356	12.894	17.9968	16.7427	15.4206
SERTAD2	10.4451	10.4503	11.1465	10.5088	10.1957	11.9029	9.10429	8.86167	10.5806
SERTAD3	10.88884	12.53475	13.10847	11.39953	10.27662	11.02711	8.07325	7.08266	7.31808
SERTAD4	0	0	0	0	0	0	0	0	0
SERTAD4-AS1	0	0	0	0	0	0	0	0	0
SERTM1	0.0320229	0	0	0	0.0170922	0	0.0128439	0.0176856	0.0299844
SESN1	4.541233	4.765063	5.413279	6.380793	6.812913	5.42984	9.358256	10.227386	11.2663
SESN2	6.29902	5.77036	5.68879	13.5142	13.5417	12.6146	85.4565	86.9864	78.3481
SESN3	5.350583	5.4448296	5.864032	4.902287	6.268255	5.930924	4.5180322	5.5053064	4.9127348
SESTD1	4.63111	3.88135	4.40996	4.05583	4.91495	5.28132	4.07956	4.08146	4.18334
SET	724.377	791.37926	833.24029	751.6255	852.03845	877.4294	816.79667	841.4326	827.91241
SETBP1	4.01859	3.16238	3.55832	4.07193	3.7657	3.4054	4.24642	5.6323	4.28972
SETD1A	5.63927	5.68369	4.97669	6.55871	5.20139	5.54997	6.85654	7.61218	7.8765
SETD1B	2.03929	1.79833	1.62419	1.85797	1.85353	1.77643	2.98907	3.11251	2.95094
SETD2	25.6007	25.0201	25.8544	25.8443	25.9079	29.4637	24.6809	26.0994	26.634
SETD3	29.9286	30.65497	32.657	29.8557	29.5203	35.5804	31.91	36.1959	32.224
SETD4	13.351014	12.548483	13.15218	12.155508	12.56753	13.65613	14.2987	10.936347326	11.649835
SETD5	15.3171	13.9865	15.5512	14.466	14.1291	14.6768	13.3949	14.8258	14.8623
SETD5-AS1	17.5164	17.755	20.7192	16.3724	20.0402	18.9769	13.8073	12.8842	16.4202
SETD6	9.88541	9.34277	10.2789000019882	9.44273	9.782144352	9.63222	6.15029	9.042696	7.441052
SETD7	8.86809	7.99906	9.31278	9.24943	10.2899	10.4763	14.369	14.7324	14.4544
SETD8	60.8568	64.6539	68.5268	59.5299	57.9869	65.9973	67.1806	72.53	68.4118
SETD9	4.19524	5.71714	4.632668	4.23099	5.51453	4.1841	5.25582	5.32573	5.214605
SETDB1	32.56802	33.54676	30.85268	33.924571	27.271631	30.71164	32.54539	34.521036	33.88776
SETDB2	17.75998	18.04225	20.07309	18.62975	20.74937	20.9095	18.88162	20.25957	20.14577
SETMAR	33.27178	32.184289451	34.6637818	32.58231191	29.749903009702	34.11844	26.712958	25.84421203	25.181516
SETX	46.8707	43.2998	49.8292	52.7716	56.6853	57.2522	90.7758	94.8718	94.1885
SEZ6	0.108323	0.333796	0.215523	0.160795	0.12900036	0.23921751	0.19309	0.305843	0.12447857
SEZ6L	0	0	0.01661041	0	0	0	0	0	0
SEZ6L2	0	0.0233029	0	0	0.0170418	0.0451545	0	0.0529006	0.0298961
SF1	52.11511	47.73938	49.890048	54.93762	50.676782	50.115737	47.87876	54.08721	50.45287
SF3A1	27.287018	27.7388	28.7182	28.5166	25.191	26.9269	21.7627	22.353557	23.786049
SF3A2	13.7821	10.4661	11.5429	12.3635	11.7012	10.8834	16.2313	18.3863	17.9472
SF3A3	117.474	115.441	123.447	113.317	110.864	120.793	102.515	103.818	108.848
SF3B1	294.162	279.2779	323.6805	301.6934	302.9872	335.0931	285.8313	303.7832	308.2451
SF3B14	162.601	180.883	187.41	167.742	187.948	215.769	199.351	200.034	197.153
SF3B2	157.75	160.326	165.226	158.214	152.64	160.181	148.095	159.684	149.03
SF3B3	110.565	105.826	109.505	106.02	102.426	106.786	80.9608	87.5797	85.951
SF3B4	23.6026	21.0536	23.5314	22.6638	21.3542	21.116	22.0518	23.9093	22.0135
SF3B5	145.38	145.364	145.813	153.762	147.112	150.036	158.167	153.546	154.356
SFI1	18.87493734	17.510674	17.666360727004	21.82416127511	18.788495	19.10714	24.534589	25.6238630196964	25.910364
SFMBT1	8.52736	9.11264	8.34005	7.9423	8.20446	9.78483	9.9266	9.05424	9.5028
SFMBT2	8.350011	7.404259	8.53627	9.06716	9.27470215722	9.55860345391	13.75702	14.44520333051	14.11387
SFN	0.675282	0.125389	1.16246	0.486666	0.366666	0.423017	0.410671	0.77021	0.676098
SFPQ	235.552	237.426	276.002	242.367	248.442	280.21	184.441	209.333	191.767
SFR1	15.61827	18.83303	20.07851	15.33471	18.17519	18.7267	13.74359	16.91065	15.69594
SFRP1	0	0	0	0	0	0	0	0.087575	0
SFRP2	0	0	0	0	0	0	0	0	0.0249429
SFRP4	0	0	0	0	0	0	0	0	0.0162331
SFRP5	0.0283087	0	0.0596012	0.116492	0.0302084	0.0400448	0.113554	0.06249	0.13245
SFSWAP	26.25179	25.05149	28.0212	26.75097	26.98027	29.19646	29.5553	33.43737	31.06276
SFT2D1	50.8214	47.3338	50.3556	58.3974	59.5218	58.5428	75.3902	69.7317	83.652
SFT2D2	43.0439	44.9387	44.3481	49.3881	44.6758	41.9823	45.8539	53.0881	45.7578
SFT2D3	7.63498	8.91591	7.92406	7.16856	8.24791	7.80591	7.93995	9.7324	7.7337
SFTA1P	9.61267	6.68565	9.61096	6.14711	7.31311	7.00107	4.6302	5.43458	3.84316
SFTA2	0	0	0	0	0	0	0	0	0.462665
SFTA3	0	0	0	0	0	0	0	0	0
SFTPA1	0	0	0	0	0	0	0	0	0
SFTPA2	0	0	0	0	0	0	0	0	0
SFTPB	2.100711	1.319975	1.4003582	1.464997	1.534356	1.48644	1.031759	1.884334	1.251957
SFTPC	0	0	0	0	0	0	0	0	0
SFTPD	0	0	0	0	0	0	0.139415	0	0
SFXN1	75.3082	73.1439	80.6617	70.7227	75.2209	79.0173	52.8085	59.1396	58.9295
SFXN2	11.1461	10.815	10.7973	11.017	9.75334	10.4832	8.5875	11.3039	8.878
SFXN3	1.0827	1.70029	1.09441	1.27931	1.25981	1.12096	1.649	1.39132	2.12553
SFXN4	49.0187	54.4552	51.4132	52.2658	51.189	50.8088	37.1942	43.0684	39.0075
SFXN5	1.5317	1.05528	1.32943	1.68744	1.49136	1.80214	2.25088	3.01896	2.68533
SGCA	0	0	0	0.0557986	0	0	0.0922328	0.119337	0
SGCB	3.96642	4.30205	4.5494	4.37499	5.0811	4.28433	4.96044	5.16087	5.30236
SGCD	0.080320252	0.1660430503	0.03216944	0.062726346	0.03803764	0.0143903329	0.0676377836	0.033747589	0.0238373044
SGCE	7.12485	7.21316	10.573976	8.11533	9.300997	9.271475	11.777551	12.472961	12.06902
SGCG	0	0.142892	0	0.1343	0.0696245	0.0461575	0.0261764	0	0.0915732
SGCZ	0	0	0	0	0	0	0	0	0
SGIP1	0.0537813	0.0942017	0.022661	0.0663175	0.0459361	0	0.0431397	0.0356541	0.0302226
SGK1	0.347295	0.0950553	0.2822685	0.424091	0.2579063	0.122803	2.5201416	1.529015	2.202635
SGK110	0	0	0	0	0	0	0	0	0
SGK196	39.5175	36.2255	36.0712	40.5626	38.3675	39.7338	35.6036	45.2949	42.2959
SGK2	0.0995397	0	0.0523995	0.086064295	0.11903295	0.039447368	0.2983006	0.061560163	0.20876601
SGK223	5.24045	4.70106	3.92162	3.88171	3.79993	3.42735	4.04591	5.21116	4.97969
SGK3	9.010566	10.38449	11.214343	8.155036	8.82916	9.67079	5.23565	6.07463	5.61568
SGK494	8.58229	8.03454	8.7308	8.62054	8.67836	8.2917	7.3534	6.90676	8.01664
SGMS1	7.05827	7.4893	7.49149	6.76601	7.5497	8.19642	10.0497	8.87707	9.19012
SGMS2	0.143039	0.135095	0.2216	0.172896	0.224599	0.230323	0.2319210892613	0.177513	0.315259
SGOL1	20.119014	18.233613	24.62008938208	19.76995	20.90494126	21.961924	16.1787834	18.43392327	17.6487029
SGOL1-AS1	1.02141	1.55467	1.2359	0.640919	0.612978	0.603025	0.785273	0	0.572145
SGOL2	27.50748	28.09014	32.960921	26.398215	33.11063	37.957734	17.91012	20.79738	19.5764
SGPL1	12.4274	12.2743	11.8416	11.7195	11.5946	12.4103	13.712	14.6372	15.4624
SGPP1	26.5388	30.5294	30.0556	24.0147	33.2259	34.4206	28.7203	29.6397	31.0009
SGPP2	1.78246	2.19147	2.22053	2.27081	2.0011	1.99133	1.9948	3.61995	2.54343
SGSH	0.130906	0.0818941	0.118161	0.134587	0.0798462	0.185142	0.435049	0.536974	0.560258
SGSM1	0.257965	0.370129	0.370703	0.319146	0.332876	0.240505	0.219059897	0.322312	0.280838
SGSM2	23.74202	22.0117	23.06575	25.03606	23.4743	22.65838	27.1016	33.7699	29.6116
SGSM3	63.3735	60.7735	55.4297	63.9262	58.4839	54.9809	56.3134	64.8915	59.5454
SGTA	56.1292	53.588	52.9515	58.0247	52.3211	53.0762	57.5558	60.5984	61.3725
SGTB	8.00767	7.10001	9.33125	7.82419	9.80745	10.1258	9.34334	9.38118	9.76278
SH2B1	14.010356	13.9019728	14.23304447	16.051034	15.198611	15.0105500067124	14.464898	17.14508	17.6783500011605
SH2B2	39.1556	35.1499	38.1991	36.8667	36.8607	34.3392	30.104	36.5424	32.1394
SH2B3	2.62038	2.18244	2.06439	2.40689	2.53111	2.55049	4.81199	5.77184	5.31153
SH2D1A	0	0	0	0	0	0	0	0	0
SH2D1B	0	0	0	0	0	0	0	0	0
SH2D2A	0.63894418433	0.479319	0.292242	0.605546	0.73666500678651	0.511499	0.43336	0.518569522385	0.828591
SH2D3A	11.8181	11.0456	11.2486	11.7448	10.5968	10.1154	12.165	13.0015	13.2372
SH2D3C	9.0164366848105	8.441137534038	9.493446241779	9.828159	9.462624642329	9.102043205844	17.132839388523	18.285597	18.464757
SH2D4A	0.0170888	0	0.0719874	0	0	0.0241681	0.0137082	0	0
SH2D4B	0.0536448	0.0558623	0	0.0301342	0.0408577	0	0	0.032386	0.0477871
SH2D5	0.862831	1.164714	0.5872300195079	0.919075	1.10537	0.994917	1.20322	1.565389	1.52901
