Sample_Type	Vendor_ID	Compound_Name	SMILES	Screened_Concentration	Peptide_Lum_Rep1	Peptide_Lum_Rep2	Peptide_Avg_Lum	Peptide_Zscore_Rep1	Peptide_Zscore_Rep2	Peptide_Avg_Zscore	Peptide_Hit_Rep1	Peptide_Hit_Rep2	Nuc_Lum_Rep1	Nuc_Lum_Rep2	Nuc_Avg_Lum	Nuc_Zscore_Rep1	Nuc_Zscore_Rep2	Nuc_Avg_Zscore	Nuc_Hit_Rep1	Nuc_Hit_Rep2	Peptide_Screen_Hit	Nuc_Screen_Hit	Hit_Type
Primary Screen Hit	ChemBridge 78562298	N-[3-(1-azepanyl)propyl]-N,1-dimethyl-6-(4-pyridinyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine	c(c1)(c(N(C)CCCN2CCCCCC2)nc(n3)c(cc4)ccn4)c3n(n1)C	533.3 uM	621	525	573	-16.21	-14.41	-15.31	Y	Y	267851	300457	284154	20.31	20.04	20.17			Y		Peptide Only
Primary Screen Hit	ChemBridge 12573451	N'-[2-(1-cyclopentylpiperidin-4-yl)ethyl]-N-[2-(3,5-dimethyl-1H-pyrazol-4-yl)ethyl]-N-methylurea	c(CCN(C)C(NCCC(CC1)CCN1C2CCCC2)=O)(c3C)c(C)[nH]n3	533.3 uM	31028	24093	27560.5	-6.60	-8.67	-7.63	Y	Y	86042	113152	99597	-3.03	-2.05	-2.54	Y		Y		Peptide Only
Primary Screen Hit	ChemBridge 22492004	N-methyl-2-[1-(2,3,5-trimethylpyrazolo[1,5-a]pyrimidin-7-yl)-4-piperidinyl]acetamide	n12c(nc(C)cc1N3CCC(CC3)CC(NC)=O)c(c(C)n2)C	533.3 uM	1201	1659	1430	-16.02	-14.13	-15.08	Y	Y	235947	258469	247208	16.21	15.09	15.65			Y		Peptide Only
Primary Screen Hit	ChemBridge 10553412	1-{2-[(5-phenylpyrazolo[1,5-a]pyrimidin-7-yl)amino]ethyl}-3-piperidinecarboxamide	n12c(ccn1)nc(c3ccccc3)cc2NCCN(CCCC4C(N)=O)C4	533.3 uM	3245	6654	4949.5	-19.08	-22.23	-20.66	Y	Y	87369	109660	98514.5	2.20	2.95	2.58			Y		Peptide Only
Primary Screen Hit	ChemBridge 43597002	6,7-dimethoxy-N~2~-[(2-methyl-1,3-thiazol-4-yl)methyl]quinazoline-2,4-diamine	n(c(NCc1csc(C)n1)nc(c23)cc(c(OC)c2)OC)c3N	533.3 uM	65768	85942	75855	-5.50	-3.96	-4.73	Y	Y	129007	151925	140466	8.31	8.09	8.20			Y		Peptide Only
Primary Screen Hit	ChemBridge 56040096	N-[(1-isopropyl-3,5-dimethyl-1H-pyrazol-4-yl)methyl]-N-methyl-N'-[(5-methylisoxazol-3-yl)methyl]urea	c(CN(C)C(=O)NCc1cc(on1)C)(c(C)nn2C(C)C)c2C	533.3 uM	63525	82644	73084.5	-5.98	-4.72	-5.35	Y	Y	48133	67077	57605	-3.55	-2.22	-2.88	Y		Y		Peptide Only
Primary Screen Hit	ChemBridge 81356923	rel-(3aS,6aS)-4-[(5-chloro-3-ethyl-1-methyl-1H-pyrazol-4-yl)methyl]-1-[2-(4-ethyl-4H-1,2,4-triazol-3-yl)ethyl]hexahydropyrrolo[3,2-b]pyrrol-2(1H)-one	c1(CN2CC[C@H]3[C@@H]2CC(N3CCc4nncn4CC)=O)c(CC)nn(C)c1Cl	533.3 uM	380	699	539.5	-19.71	-23.60	-21.65	Y	Y	155356	175991	165673.5	12.17	11.01	11.59			Y		Peptide Only
Primary Screen Hit	ChemBridge 74373163	2-methyl-N-[1-(methylsulfonyl)piperidin-4-yl]-5-propylpyrimidin-4-amine	S(C)(=O)(=O)N1CCC(CC1)Nc2c(CCC)cnc(C)n2	533.3 uM	55618	64566	60092	-7.70	-8.89	-8.30	Y	Y	98557	97552	98054.5	3.84	1.48	2.66			Y		Peptide Only
Primary Screen Hit	ChemBridge 60191271	7-methoxy-2-methyl-N-(4-pyrrolidin-1-ylbutyl)quinoline-4-carboxamide	c1(nc(C)cc2C(NCCCCN3CCCC3)=O)c2ccc(OC)c1	533.3 uM	65024	65616	65320	-5.66	-8.65	-7.15	Y	Y	125658	143458	134558	7.81	7.06	7.44			Y		Peptide Only
Primary Screen Hit	ChemBridge 70040996	5-({4-[1-(2-hydroxyethyl)-1H-benzimidazol-2-yl]-1,4-diazepan-1-yl}carbonyl)pyrrolidin-2-one	c1(N(CCCN2C(=O)C3CCC(=O)N3)CC2)n(CCO)c4c(cccc4)n1	533.3 uM	16224	9495	12859.5	-16.26	-21.58	-18.92	Y	Y	81671	97883	89777	1.37	1.52	1.45			Y		Peptide Only
Primary Screen Hit	ChemBridge 83109323	N-(5-isoxazolylmethyl)-N-methyl-3-(4-piperidinylmethyl)benzamide hydrochloride	C(=O)(c1cccc(CC(CC2)CCN2)c1)N(C)Cc(ccn3)o3	533.3 uM	37839	45511	41675	-11.57	-13.28	-12.42	Y	Y	200267	211423	205845	18.75	15.32	17.03			Y		Peptide Only
Primary Screen Hit	ChemBridge 93719557	2,6-difluoro-N-[(8-syn)-3-(tetrahydro-3-furanylmethyl)-3-azabicyclo[3.2.1]oct-8-yl]benzenesulfonamide	S(=O)(=O)(c1c(cccc1F)F)N[C@@H]([C@H]2C3)[C@@H](CC2)CN3CC(CCO4)C4	533.3 uM	87745	135180	111462.5	-8.99	-5.03	-7.01	Y	Y	112087	149514	130800.5	0.71	2.59	1.65			Y		Peptide Only
Primary Screen Hit	ChemBridge 13481725	4-(3-{[(2-piperidin-1-ylpyrimidin-5-yl)methyl]amino}propyl)-1,3-thiazol-2-amine	c1(N2CCCCC2)ncc(cn1)CNCCCc3csc(N)n3	533.3 uM	90405	101662	96033.5	-8.65	-9.53	-9.09	Y	Y	262765	285802	274283.5	14.97	16.05	15.51			Y		Peptide Only
Primary Screen Hit	ChemBridge 33728969	1,3-dimethyl-N-(5-morpholin-4-ylpentyl)-1H-pyrazolo[3,4-d][1,3]thiazol-5-amine	c12c(sc(NCCCCCN(CC3)CCO3)n1)c(nn2C)C	533.3 uM	60218	67747	63982.5	-12.60	-14.09	-13.35	Y	Y	104845	110871	107858	0.02	-1.22	-0.60			Y		Peptide Only
Primary Screen Hit	ChemBridge 64742663	N-[(3S,4S)-4-methoxy-3-pyrrolidinyl]-2,7,8-trimethyl-4-quinolinecarboxamide	c1(nc(C)cc2C(=O)N[C@@H](C3)[C@@H](OC)CN3)c2ccc(C)c1C	533.3 uM	56105	65071	60588	-13.14	-14.45	-13.80	Y	Y	155246	143244	149245	4.80	1.97	3.39			Y		Peptide Only
Primary Screen Hit	ChemBridge 32243006	N-[(3R,5S)-5-(hydroxymethyl)-1-methylpyrrolidin-3-yl]-3-(5-methoxypyridin-3-yl)benzamide	N(C)(C1)[C@H](CO)C[C@H]1NC(=O)c2cccc(c(c3)cc(cn3)OC)c2	533.3 uM	64150	72473	68311.5	-12.09	-13.45	-12.77	Y	Y	135814	139041	137427.5	2.96	1.56	2.26			Y		Peptide Only
Primary Screen Hit	ChemBridge 56355924	5-({3-[2-(2,4-difluorophenyl)ethyl]-1-piperidinyl}methyl)-6-methyl-2,4(1H,3H)-pyrimidinedione	C(CN1CCCC(C1)CCc2ccc(cc2F)F)(=C(C)NC(N3)=O)C3=O	533.3 uM	100220	103747	101983.5	-7.36	-9.25	-8.31	Y	Y	324039	317588	320813.5	20.77	19.19	19.98			Y		Peptide Only
Primary Screen Hit	ChemBridge 57083107	(3-{6-[4-(3-methoxyphenyl)piperazin-1-yl]pyrimidin-4-yl}cyclobutyl)amine dihydrochloride	c1(ncnc(C2CC(C2)N)c1)N(CC3)CCN3c4cccc(OC)c4	533.3 uM	68941	40435	54688	-11.46	-17.76	-14.61	Y	Y	172729	183885	178307	6.45	5.99	6.22			Y		Peptide Only
Primary Screen Hit	ChemBridge 13946928	((1S)-1-{1-[2-(6,7-dihydrothieno[3,2-c]pyridin-5(4H)-yl)-2-oxoethyl]-3-methyl-1H-1,2,4-triazol-5-yl}-2-methylpropyl)amine hydrochloride	n1(CC(=O)N(CCc2c3ccs2)C3)nc(nc1[C@H](C(C)C)N)C	533.3 uM	87500	116694	102097	-9.03	-7.51	-8.27	Y	Y	77055	77697	77376	-2.61	-4.50	-3.55		Y	Y		Peptide Only
Primary Screen Hit	ChemBridge 82150682	4-(3-aminopropoxy)-N-(1-pyrazin-2-ylpiperidin-3-yl)benzamide	N1(CCCC(C1)NC(=O)c2ccc(cc2)OCCCN)c3cnccn3	533.3 uM	116973	143539	130256	-5.16	-3.91	-4.53	Y	Y	84746	116172	100459	-1.88	-0.70	-1.29			Y		Peptide Only
Primary Screen Hit	ChemBridge 69954821	3-[(3R*,3aR*,7aR*)-1-(1H-imidazol-4-ylmethyl)octahydro-4,7-ethanopyrrolo[3,2-b]pyridin-3-yl]phenol	N(Cc1c[nH]cn1)(C2)[C@@H]3C(C4)CCN(C4)[C@@H]3[C@@H]2c5cccc(O)c5	533.3 uM	2252	3669	2960.5	-20.21	-22.70	-21.45	Y	Y	132236	153306	142771	2.62	2.97	2.79			Y		Peptide Only
Primary Screen Hit	ChemBridge 97316948	N-[(6-methylimidazo[1,2-a]pyridin-2-yl)methyl]-4-(pentanoylamino)benzamide	n1(cc(n2)CNC(=O)c3ccc(cc3)NC(CCCC)=O)c2ccc(C)c1	533.3 uM	95188	108719	101953.5	-8.02	-8.58	-8.30	Y	Y	105197	114684	109940.5	0.06	-0.84	-0.39			Y		Peptide Only
Primary Screen Hit	ChemBridge 91499482	3-(2-oxo-2-{4-[1-(4-pyridinylmethyl)-1H-imidazol-2-yl]-1-piperidinyl}ethyl)morpholine	n1(Cc(cc2)ccn2)ccnc1C(CC3)CCN3C(=O)CC4COCCN4	533.3 uM	103772	132541	118156.5	-6.89	-5.38	-6.14	Y	Y	77836	117748	97792	-2.53	-0.54	-1.54			Y		Peptide Only
Primary Screen Hit	ChemBridge 92656406	4-[4-(1H-imidazol-1-ylmethyl)piperidin-1-yl]-6-(tetrahydrofuran-3-yl)pyrimidin-2-amine	n1c(N)nc(cc1N2CCC(CC2)Cn(ccn3)c3)C(CCO4)C4	533.3 uM	123914	149906	136910	-4.25	-3.05	-3.65	Y	Y	150463	177251	163857	4.34	5.33	4.84			Y		Peptide Only
Primary Screen Hit	ChemBridge 45493984	N-[2-(4,5,6,7-tetrahydro-1,3-benzothiazol-2-yl)ethyl]-N'-[1,2,4]triazolo[4,3-a]pyridin-8-ylurea	c12n(cccc1NC(NCCc3sc(c4n3)CCCC4)=O)cnn2	533.3 uM	90133	96320	93226.5	-8.68	-10.25	-9.47	Y	Y	93777	116436	105106.5	-1.02	-0.67	-0.85			Y		Peptide Only
Primary Screen Hit	ChemBridge 12521047	3-{1-[3-(1-pyrrolidinylmethyl)phenyl]-1H-imidazol-2-yl}pyrazolo[1,5-a]pyrimidine	c1(cnn(cccn2)c12)c3nccn3c4cccc(CN5CCCC5)c4	533.3 uM	25076	28776	26926	-12.28	-14.54	-13.41	Y	Y	168237	169272	168754.5	8.34	8.29	8.32			Y		Peptide Only
Primary Screen Hit	ChemBridge 95856717	N-[(3-hydroxypiperidin-3-yl)methyl]-4'-isoxazol-5-ylbiphenyl-3-carboxamide	C(=O)(NCC(CCCN1)(C1)O)c2cccc(c(cc3)ccc3c(ccn4)o4)c2	533.3 uM	56268	61220	58744	-6.04	-8.30	-7.17	Y	Y	339054	345089	342071.5	26.71	28.32	27.52			Y		Peptide Only
Primary Screen Hit	ChemBridge 39647617	1-{3-[5-(1,3-oxazol-5-yl)-2-thienyl]benzoyl}-1,4-diazepane hydrochloride	s1c(c(cccc2C(=O)N(CC3)CCCN3)c2)ccc1c(c4)ocn4	533.3 uM	52	64	58	-17.29	-20.07	-18.68	Y	Y	128631	141130	134880.5	4.08	5.09	4.59			Y		Peptide Only
Primary Screen Hit	ChemBridge 24708103	5-[4-(3-methylpyridin-4-yl)-1,4-diazepan-1-yl]pyrazine-2-carboxylic acid	c1(cnc(cn1)N(CCCN2c3ccncc3C)CC2)C(O)=O	533.3 uM	48562	61397	54979.5	-7.58	-8.26	-7.92	Y	Y	100607	95597	98102	1.07	-0.10	0.49			Y		Peptide Only
Primary Screen Hit	ChemBridge 38390353	N-(3-azepan-1-yl-2-hydroxypropyl)-4-oxo-3,4-dihydrophthalazine-1-carboxamide	C1(C(=O)NCC(O)CN2CCCCCC2)=NNC(=O)c(cccc3)c13	533.3 uM	46263	65170	55716.5	-8.04	-7.54	-7.79	Y	Y	228136	250903	239519.5	14.78	17.59	16.19			Y		Peptide Only
Primary Screen Hit	ChemBridge 29018546	N-[(5-chloro-1H-benzimidazol-2-yl)methyl]-N'-[rac-(3S,4S)-1-isopropyl-4-methoxypyrrolidin-3-yl]-N-methylurea	n1c2c([nH]c1CN(C)C(=O)N[C@H]([C@@H](OC)CN3C(C)C)C3)ccc(Cl)c2	533.3 uM	57786	66968	62377	-5.74	-7.19	-6.46	Y	Y	77481	87426	82453.5	-1.42	-1.03	-1.22			Y		Peptide Only
Primary Screen Hit	ChemBridge 19094818	(1R,9aR)-N-{4-chloro-3-[(ethylamino)carbonyl]phenyl}octahydro-2H-quinolizine-1-carboxamide	[C@H]1(CCCN2[C@]1([H])CCCC2)C(=O)Nc(ccc(c3C(NCC)=O)Cl)c3	533.3 uM	44181	46368	45274.5	-8.46	-11.16	-9.81	Y	Y	69550	75345	72447.5	-2.27	-2.40	-2.34			Y		Peptide Only
Primary Screen Hit	ChemBridge 28452422	2-methyl-N-(1-methyl-2-pyrrolidin-1-ylethyl)-4-oxo-3,4,5,7-tetrahydro-6H-pyrrolo[3,4-d]pyrimidine-6-carboxamide formate	C1(C2)=C(CN2C(=O)NC(C)CN3CCCC3)N=C(C)NC1=O	533.3 uM	66588	60501	63544.5	-3.97	-8.44	-6.21	Y	Y	70948	68885	69916.5	-2.12	-3.14	-2.63		Y	Y		Peptide Only
Primary Screen Hit	ChemBridge 63488726	4-[rac-(3aR,6R,7aS)-3a-methoxy-6-(pyridin-2-yloxy)octahydro-1H-indol-1-yl]-N,6-dimethylpyrimidin-2-amine	c1(cc(C)nc(NC)n1)N2CC[C@](OC)(CC[C@@H](Oc3ccccn3)C4)[C@@H]24	533.3 uM	22620	34757	28688.5	-12.77	-13.39	-13.08	Y	Y	75086	95973	85529.5	-1.67	-0.05	-0.86			Y		Peptide Only
Primary Screen Hit	ChemBridge 20534818	{(3R*,4R*)-4-(azepan-1-ylmethyl)-1-[(2-cyclohexylpyrimidin-5-yl)methyl]pyrrolidin-3-yl}methanol	N(Cc(cn1)cnc1C2CCCCC2)(C[C@@H]([C@@H]3CN4CCCCCC4)CO)C3	533.3 uM	63597	54746	59171.5	-4.57	-9.54	-7.06	Y	Y	141390	151467	146428.5	5.46	6.27	5.86			Y		Peptide Only
Primary Screen Hit	ChemBridge 55517816	4-methyl-6-(4-{[4-(pyrrolidin-1-ylmethyl)-2-thienyl]methyl}piperazin-1-yl)pyrimidin-2-amine	n1c(N)nc(cc1N(CC2)CCN2Cc(c3)scc3CN4CCCC4)C	533.3 uM	64237	73026	68631.5	-4.44	-6.02	-5.23	Y	Y	116968	120148	118558	2.83	2.70	2.76			Y		Peptide Only
Primary Screen Hit	ChemBridge 43338870	5-fluoro-2-(1-{[1-(2-methoxyethyl)-1H-imidazol-5-yl]methyl}piperidin-4-yl)-1H-benzimidazole	n1c2c([nH]c1C(CC3)CCN3Cc4cncn4CCOC)ccc(F)c2	533.3 uM	64389	62064	63226.5	-4.41	-8.14	-6.27	Y	Y	95780	102313	99046.5	0.55	0.67	0.61			Y		Peptide Only
Primary Screen Hit	ChemBridge 54989397	N~1~-(tert-butyl)-N~2~-({[4-(2-methoxyphenoxy)phenyl]amino}carbonyl)glycinamide	C(=O)(NCC(=O)NC(C)(C)C)Nc(cc1)ccc1Oc2ccccc2OC	533.3 uM	65233	84935	75084	-4.25	-3.73	-3.99	Y	Y	65340	90022	77681	-2.72	-0.73	-1.73			Y		Peptide Only
Primary Screen Hit	ChemBridge 86665553	N-[2-({[(2-pyrazin-2-yl-1,3-thiazol-4-yl)methyl]amino}methyl)quinolin-6-yl]acetamide	c1(c2cnccn2)scc(CNCc3ccc(c(ccc4NC(C)=O)n3)c4)n1	533.3 uM	17785	31240	24512.5	-13.74	-14.07	-13.91	Y	Y	55508	72677	64092.5	-3.78	-2.71	-3.24	Y		Y		Peptide Only
Primary Screen Hit	ChemBridge 85955361	2-[1-(5-methoxy-2-methylphenyl)-1H-imidazol-2-yl]-5,6,7,8-tetrahydro-4H-pyrazolo[1,5-a][1,4]diazepine hydrochloride	c1(cc(n(CCCN2)n1)C2)c3nccn3c4c(C)ccc(OC)c4	533.3 uM	11389	13532	12460.5	-15.02	-17.48	-16.25	Y	Y	65625	70599	68112	-2.69	-2.94	-2.82			Y		Peptide Only
Primary Screen Hit	ChemBridge 96059040	(2E)-3-(1,3-benzothiazol-2-yl)-N-[(5-cyclopropyl-1,2,4-oxadiazol-3-yl)methyl]-N-ethylacrylamide	n1c(CN(CC)C(=O)\C=C\c2sc(c3n2)cccc3)noc1C4CC4	533.3 uM	51706	55619	53662.5	-6.95	-9.38	-8.16	Y	Y	84575	87303	85939	-0.65	-1.04	-0.85			Y		Peptide Only
Primary Screen Hit	ChemBridge 48346773	3-amino-2-methyl-N-{[4-(4-methylphenyl)-5-pyridin-2-yl-1H-imidazol-2-yl]methyl}propanamide hydrochloride	c1(c2ccccn2)[nH]c(nc1c3ccc(cc3)C)CNC(=O)C(C)CN	533.3 uM	58023	49959	53991	-5.69	-10.47	-8.08	Y	Y	103911	111020	107465.5	1.43	1.66	1.54			Y		Peptide Only
Primary Screen Hit	ChemBridge 29033535	N-[rac-(3R,4R)-4-hydroxypiperidin-3-yl]-N'-(3'-methylbiphenyl-4-yl)urea hydrochloride	C(=O)(Nc(cc1)ccc1c2cccc(C)c2)N[C@H](C3)[C@H](O)CCN3	533.3 uM	54752	76250	65501	-6.34	-5.40	-5.87	Y	Y	92188	106129	99158.5	0.17	1.10	0.63			Y		Peptide Only
Primary Screen Hit	ChemBridge 51525524	1'-(2-amino-5-ethylpyrimidin-4-yl)-1,4'-bipiperidine-3-carboxylic acid diformate	n1c(N)ncc(CC)c1N(CC2)CCC2N(CCCC3C(O)=O)C3	533.3 uM	35455	49401	42428	-10.20	-10.57	-10.39	Y	Y	86671	103923	95297	-0.43	0.85	0.21			Y		Peptide Only
Primary Screen Hit	ChemBridge 68423768	2-azocan-1-yl-N-[2-(1H-imidazol-1-yl)benzyl]acetamide	n(ccn1)(c1)c2ccccc2CNC(=O)CN3CCCCCCC3	533.3 uM	13199	5431	9315	-14.66	-19.04	-16.85	Y	Y	69666	70354	70010	-2.26	-2.97	-2.61			Y		Peptide Only
Primary Screen Hit	ChemBridge 82670160	N-[(3R*,4S*)-4-isopropyl-1-(4-pyridinylmethyl)-3-pyrrolidinyl]-1-(methoxymethyl)cyclobutanecarboxamide dihydrochloride	C(=O)(N[C@@H](C1)[C@@H](C(C)C)CN1Cc(cc2)ccn2)C3(CCC3)COC	533.3 uM	26383	34973	30678	-8.57	-13.16	-10.86	Y	Y	45712	61087	53399.5	-3.97	-2.60	-3.29	Y		Y		Peptide Only
Primary Screen Hit	ChemBridge 18709187	5-(2-fluorophenyl)-N-(2-methoxy-1-methylethyl)pyrazolo[1,5-a]pyrimidin-7-amine	c1(NC(C)COC)cc(c2ccccc2F)nc(ccn3)n13	533.3 uM	47487	63885	55686	-3.71	-3.71	-3.71	Y	Y	58441	75221	66831	-1.72	-0.23	-0.97			Y		Peptide Only
Primary Screen Hit	ChemBridge 12993085	N-[3-(3,5-dimethyl-1H-pyrazol-4-yl)propyl]-2-pyridin-2-yl-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidin-4-amine	n1c(NCCCc(c2C)c(C)[nH]n2)c(CC3)c(nc1c4ccccn4)CN3	533.3 uM	7578	12804	10191	-12.91	-20.40	-16.65	Y	Y	98935	83352	91143.5	5.45	1.14	3.29			Y		Peptide Only
Primary Screen Hit	ChemBridge 86033711	(1R*,3S*)-3-(2-aminoethoxy)-7-(3-morpholin-4-ylbenzyl)-7-azaspiro[3.5]nonan-1-ol dihydrochloride	C1(CC2)(CCN2Cc(cccc3N(CC4)CCO4)c3)[C@@H](OCCN)C[C@H]1O	533.3 uM	43816	46703	45259.5	-4.55	-9.32	-6.94	Y	Y	201565	208605	205085	23.61	22.17	22.89			Y		Peptide Only
Primary Screen Hit	ChemBridge 43218872	N-[3-(1H-imidazol-5-yl)phenyl]-2-[methyl(pyridin-4-ylmethyl)amino]acetamide	c(c1)(c2cccc(c2)NC(CN(C)Cc(cc3)ccn3)=O)[nH]cn1	533.3 uM	24336	35081	29708.5	-9.04	-13.12	-11.08	Y	Y	42847	61207	52027	-4.48	-2.58	-3.53	Y		Y		Peptide Only
Primary Screen Hit	ChemBridge 59110972	8-benzyl-2-[2-(1H-imidazol-4-yl)ethyl]-2,8-diazaspiro[5.5]undecan-3-one	N1(CCc2c[nH]cn2)CC(CCCN3Cc4ccccc4)(CCC1=O)C3	533.3 uM	3075	7521	5298	-13.94	-22.13	-18.04	Y	Y	63850	78977	71413.5	-0.76	0.40	-0.18			Y		Peptide Only
Primary Screen Hit	ChemBridge 16422909	5-[(3-cyclohexyl-1-piperidinyl)methyl]-2-pyrazinecarboxylic acid	c1(cnc(cn1)CN2CCCC(C3CCCCC3)C2)C(O)=O	533.3 uM	43675	46659	45167	-4.59	-9.34	-6.96	Y	Y	78214	86110	82162	1.78	1.60	1.69			Y		Peptide Only
Primary Screen Hit	ChemBridge 95921612	(4aR*,7aS*)-1-(4-pyridinylmethyl)-4-(4,4,4-trifluorobutanoyl)octahydrothieno[3,4-b]pyrazine 6,6-dioxide	S(=O)(=O)(C[C@H]([C@@H]12)N(Cc(cc3)ccn3)CCN1C(CCC(F)(F)F)=O)C2	533.3 uM	49452	53833	51642.5	-3.26	-6.99	-5.12	Y	Y	69897	77377	73637	0.31	0.14	0.22			Y		Peptide Only
Primary Screen Hit	ChemBridge 54883940	4-{1-[1-(phenylsulfonyl)piperidin-4-yl]-1H-imidazol-2-yl}pyridine	S(c1ccccc1)(=O)(=O)N(CC2)CCC2n3ccnc3c(cc4)ccn4	533.3 uM	46384	56678	51531	-3.96	-6.06	-5.01	Y	Y	68893	86274	77583.5	0.13	1.63	0.88			Y		Peptide Only
Primary Screen Hit	ChemBridge 14737027	1-[3-(3-{1-[2-(dimethylamino)ethyl]-1H-imidazol-2-yl}-1-piperidinyl)-3-oxopropyl]-2-pyrrolidinone	c1(nccn1CCN(C)C)C(CCCN2C(=O)CCN3CCCC3=O)C2	533.3 uM	49399	60862	55130.5	-3.27	-4.69	-3.98	Y	Y	66867	71720	69293.5	-0.23	-0.81	-0.52			Y		Peptide Only
Primary Screen Hit	ChemBridge 84485409	1-(N,N-dimethylglycyl)-4-(4-fluorophenoxy)piperidine-4-carboxylic acid	C(Oc(cc1)ccc1F)(CC2)(CCN2C(=O)CN(C)C)C(O)=O	533.3 uM	39180	57863	48521.5	-5.62	-5.67	-5.65	Y	Y	60344	75985	68164.5	-1.38	-0.10	-0.74			Y		Peptide Only
Primary Screen Hit	ChemBridge 91759265	3-[2-(1,4'-bipiperidin-1'-yl)-2-oxoethyl]-4-(1-naphthylmethyl)-2-piperazinone	C(C(=O)N(CC1)CCC1N2CCCCC2)C3C(=O)NCCN3Cc4cccc(cccc5)c45	533.3 uM	26397	43448	34922.5	-8.57	-10.39	-9.48	Y	Y	47491	59653	53572	-3.66	-2.84	-3.25	Y		Y		Peptide Only
Primary Screen Hit	ChemBridge 91769354	6-(4-methoxy-2,5-dimethylphenyl)-3,5-dihydroimidazo[4,5-f]benzimidazol-2(1H)-one	c1(c2c(C)cc(c(C)c2)OC)[nH]c(c(c3)n1)cc(c3NC4=O)N4	533.3 uM	3899	59155	31527	-13.75	-5.25	-9.50	Y	Y	78944	91961	85452.5	1.91	2.58	2.25			Y		Peptide Only
Primary Screen Hit	ChemBridge 83786199	1-{2-[(4-chlorobenzyl)oxy]ethyl}-1H,1'H-2,4'-biimidazole	c1(nccn1CCOCc(cc2)ccc2Cl)c3c[nH]cn3	533.3 uM	34488	44132	39310	-6.70	-10.16	-8.43	Y	Y	86079	98275	92177	3.17	3.64	3.41			Y		Peptide Only
Primary Screen Hit	ChemBridge 76358786	4-(2,6-dimethylpyridin-3-yl)-N-(4,5,6,7-tetrahydropyrazolo[1,5-a]pyrazin-2-ylmethyl)pyrimidin-2-amine dihydrochloride	n1(CC2)c(CN2[H])cc(CNc3nccc(n3)c(ccc(n4)C)c4C)n1	533.3 uM	41899	54485	48192	-5.00	-6.78	-5.89	Y	Y	53324	70883	62103.5	-2.63	-0.95	-1.79			Y		Peptide Only
Primary Screen Hit	ChemBridge 43916398	2-imidazo[1,2-a]pyridin-2-yl-7-(2-methoxyphenyl)-5,6,7,8-tetrahydroimidazo[4,5-c]azepin-4(1H)-one	c12c(CC(CNC1=O)c3ccccc3OC)[nH]c(n2)c4cn5c(cccc5)n4	533.3 uM	40615	34980	37797.5	-5.29	-13.15	-9.22	Y	Y	65538	74238	69888	-0.46	-0.39	-0.43			Y		Peptide Only
Primary Screen Hit	ChemBridge 13675485	2-{3-[(4-pyridin-3-yl-1H-1,2,3-triazol-1-yl)methyl]piperidin-1-yl}quinoxaline	n1n(CC(CCCN2c3cnc(c4n3)cccc4)C2)cc(c(cccn5)c5)n1	533.3 uM	45935	50159	48047	-4.07	-8.19	-6.13	Y	Y	64247	76444	70345.5	-0.69	-0.02	-0.36			Y		Peptide Only
Primary Screen Hit	ChemBridge 77330782	N-[(2S*,4R*,6S*)-2-benzyl-6-(2-pyridin-2-ylpyrimidin-5-yl)tetrahydro-2H-pyran-4-yl]acetamide	[C@H]1(C[C@@H](C[C@H](Cc2ccccc2)O1)NC(C)=O)c(cn3)cnc3c4ccccn4	533.3 uM	43873	41662	42767.5	-4.54	-10.97	-7.76	Y	Y	172100	175843	173971.5	18.40	16.67	17.53			Y		Peptide Only
Primary Screen Hit	ChemBridge 11296327	3-methyl-N-({1-[(1-vinyl-1H-pyrazol-4-yl)methyl]piperidin-3-yl}methyl)isonicotinamide	c(CN1CCCC(CNC(=O)c(cc2)c(C)cn2)C1)(c3)cn(n3)C=C	533.3 uM	45697	57820	51758.5	-4.12	-5.69	-4.90	Y	Y	101621	139956	120788.5	5.92	10.64	8.28			Y		Peptide Only
Primary Screen Hit	ChemBridge 31147432	N-methyl-1-{[1'-(pyridin-3-ylmethyl)-1,4'-bipiperidin-3-yl]carbonyl}piperidin-4-amine	C(=O)(N1CCC(CC1)NC)C(CCCN2C(CC3)CCN3Cc(cccn4)c4)C2	533.3 uM	43252	50069	46660.5	-4.68	-8.22	-6.45	Y	Y	105179	115232	110205.5	6.55	6.49	6.52			Y		Peptide Only
Primary Screen Hit	ChemBridge 89066591	N-{[4-(1H-benzimidazol-2-yl)cyclohexyl]methyl}tetrahydrothiophene-3-carboxamide 1,1-dioxide	S(CCC1C(=O)NCC(CC2)CCC2c3[nH]c(c4n3)cccc4)(=O)(=O)C1	533.3 uM	1	39022	19511.5	-14.65	-11.83	-13.24	Y	Y	67403	75960	71681.5	-0.13	-0.10	-0.12			Y		Peptide Only
Primary Screen Hit	ChemBridge 20929492	2-amino-4-{3-[(diethylamino)methyl]-4-methoxyphenyl}-5,6,7,8-tetrahydro-1,6-naphthyridine-3-carbonitrile	c1(C#N)c(N)nc(c(C2)c1c(ccc(c3CN(CC)CC)OC)c3)CCN2	533.3 uM	26728	43937	35332.5	-6.20	-8.57	-7.38	Y	Y	217844	238366	228105	22.38	26.28	24.33			Y		Peptide Only
